388, 600, 18, 48
12,46,14
12,47,7
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,2
13,6,2
13,7,2
13,8,1
13,9,1
13,10,0
13,11,0
13,12,1
13,13,1
13,14,0
13,15,2
13,16,2
13,17,11
13,18,12
13,19,12
13,20,1
13,21,1
13,22,8
13,23,8
13,24,12
13,25,12
13,26,3
13,27,9
13,28,9
13,29,8
13,30,15
13,31,15
13,32,8
13,33,13
13,34,13
13,35,11
13,36,12
13,37,12
13,38,14
13,39,14
13,40,14
13,41,14
13,42,14
13,43,3
13,44,4
13,45,4
13,46,14
13,47,14
14,0,0
14,1,0
14,2,2
14,3,0
14,4,2
14,5,2
14,6,2
14,7,2
14,8,0
14,9,1
14,10,1
14,11,0
14,12,2
14,13,2
14,14,11
14,15,12
14,16,12
14,17,11
14,18,13
14,19,13
14,20,11
14,21,12
14,22,12
14,23,8
14,24,8
14,25,15
14,26,15
14,27,15
14,28,15
14,29,8
14,30,11
14,31,12
14,32,12
14,33,12
14,34,11
14,35,12
14,36,12
14,37,12
14,38,12
14,39,14
14,40,14
14,41,14
14,42,11
14,43,12
14,44,12
14,45,4
14,46,4
14,47,14
15,0,0
15,1,2
15,2,2
15,3,0
15,4,0
15,5,0
15,6,0
15,7,0
15,8,0
15,9,2
15,10,2
15,11,0
15,12,1
15,13,1
15,14,11
15,15,13
15,16,13
15,17,2
15,18,2
15,19,2
15,20,11
15,21,13
15,22,13
15,23,0
15,24,8
15,25,2
15,26,2
15,27,2
15,28,2
15,29,2
15,30,11
15,31,13
15,32,13
15,33,11
15,34,11
15,35,13
15,36,13
15,37,13
15,38,13
15,39,3
15,40,4
15,41,4
15,42,11
15,43,13
15,44,13
15,45,9
15,46,9
15,47,14
16,0,2
16,1,2
16,2,0
16,3,0
16,4,0
16,5,0
16,6,0
16,7,0
16,8,2
16,9,2
16,10,0
16,11,0
16,12,2
16,13,2
16,14,0
16,15,1
16,16,1
16,17,0
16,18,0
16,19,1
16,20,1
16,21,1
16,22,1
16,23,0
16,24,2
16,25,2
16,26,2
16,27,2
16,28,0
16,29,1
16,30,1
16,31,1
16,32,3
16,33,11
16,34,11
16,35,12
16,36,12
16,37,12
16,38,12
16,39,3
16,40,9
16,41,9
16,42,3
16,43,4
16,44,4
16,45,4
16,46,4
16,47,14
17,0,2
17,1,0
17,2,0
17,3,0
17,4,0
17,5,0
17,6,0
17,7,2
17,8,2
17,9,0
17,10,0
17,11,2
17,12,2
17,13,0
17,14,0
17,15,2
17,16,2
17,17,0
17,18,0
17,19,0
17,20,1
17,21,1
17,22,1
17,23,1
17,24,0
17,25,0
17,26,0
17,27,0
17,28,0
17,29,3
17,30,4
17,31,4
17,32,3
17,33,9
17,34,11
17,35,13
17,36,13
17,37,11
17,38,12
17,39,12
17,40,4
17,41,4
17,42,3
17,43,3
17,44,4
17,45,4
17,46,4
17,47,4
